producto_id,user_id,tipo_producto,fecha_apertura,estatus,limite_credito,saldo_actual,utilizacion_pct,tasa_interes_anual,plazo_meses,monto_mensualidad,fecha_ultimo_movimiento,antiguedad_dias,dias_sin_movimiento,ratio_deuda,es_inactivo,carga_mensual_ratio
PRD-00010116,USR-03905,tarjeta_credito_hey,2024-02-15,activo,136000.0,44458.4,0.3269,29.23,,,2025-09-21,800,216,0.3269,1,
PRD-00010117,USR-03905,credito_auto,2022-11-26,activo,455000.0,51642.5,0.1135,14.55,48.0,1425.5,2025-10-13,1246,194,0.1135,1,0.0276032337706346
PRD-00010119,USR-03906,tarjeta_credito_hey,2024-04-04,activo,68000.0,40738.8,0.5991,43.59,,,2025-09-11,751,226,0.5991000000000001,1,
PRD-00010121,USR-03907,tarjeta_credito_negocios,2024-07-04,activo,456000.0,95304.0,0.209,51.64,,,2025-09-22,660,215,0.209,1,
PRD-00010122,USR-03907,credito_personal,2025-01-29,activo,21000.0,2328.9,0.1109,48.76,12.0,249.06,2025-10-15,451,192,0.1109,1,0.1069431920649233
PRD-00010124,USR-03908,tarjeta_credito_hey,2025-11-14,activo,41000.0,17154.4,0.4184,31.8,,,2025-10-17,162,190,0.4184,1,
PRD-00010127,USR-03909,tarjeta_credito_negocios,2022-08-19,activo,372000.0,176253.6,0.4738,42.73,,,2025-11-16,1345,160,0.4738,1,
PRD-00010128,USR-03909,credito_personal,2024-02-05,activo,59000.0,32125.5,0.5445,29.23,12.0,3119.67,2025-10-23,810,184,0.5445,1,0.0971088387729373
PRD-00010129,USR-03909,credito_auto,2025-08-23,activo,285000.0,131926.5,0.4629,12.43,24.0,6236.76,2025-09-05,245,232,0.4629,1,0.0472745051221703
PRD-00010131,USR-03910,tarjeta_credito_garantizada,2024-04-09,activo,2000.0,591.4,0.2957,49.38,,,2025-11-15,746,161,0.2956999999999999,1,
PRD-00010133,USR-03911,credito_nomina,2024-09-07,activo,58000.0,30861.8,0.5321,30.41,18.0,2156.48,2025-10-05,595,202,0.5321,1,0.0698753799195121
PRD-00010136,USR-03912,tarjeta_credito_hey,2024-06-12,activo,103000.0,57577.0,0.559,39.46,,,2025-09-30,682,207,0.559,1,
PRD-00010138,USR-03913,credito_nomina,2025-06-05,activo,73000.0,33368.3,0.4571,29.5,18.0,2316.43,2025-10-22,324,185,0.4571,1,0.0694200783378236
PRD-00010141,USR-03914,tarjeta_credito_hey,2024-11-07,activo,23000.0,5391.2,0.2344,45.74,,,2025-10-17,534,190,0.2344,1,
PRD-00010142,USR-03914,credito_nomina,2025-04-26,activo,46000.0,13473.4,0.2929,17.03,18.0,853.46,2025-08-31,364,237,0.2929,1,0.0633440705389879
PRD-00010146,USR-03915,tarjeta_credito_hey,2025-02-02,activo,74000.0,21548.8,0.2912,37.09,,,2025-10-05,447,202,0.2912,1,
PRD-00010149,USR-03916,tarjeta_credito_hey,2024-12-16,activo,78000.0,11824.8,0.1516,41.87,,,2025-09-28,495,209,0.1515999999999999,1,
PRD-00010150,USR-03916,credito_nomina,2022-09-14,suspendido,26000.0,6528.6,0.2511,19.5,6.0,1150.82,2025-10-02,1319,205,0.2511,1,0.1762736268112612
PRD-00010154,USR-03918,tarjeta_credito_hey,2024-01-29,activo,10000.0,3748.0,0.3748,41.93,,,2025-09-06,817,231,0.3748,1,
PRD-00010156,USR-03919,tarjeta_credito_negocios,2023-03-14,activo,190000.0,63669.0,0.3351,49.77,,,2025-11-15,1138,161,0.3351,1,
PRD-00010160,USR-03921,tarjeta_credito_hey,2024-11-30,activo,7000.0,2958.9,0.4227,31.44,,,2025-09-08,511,229,0.4227,1,
PRD-00010161,USR-03921,credito_nomina,2025-07-05,activo,10000.0,3434.0,0.3434,30.53,18.0,240.16,2025-11-20,294,156,0.3434,1,0.0699359347699475
PRD-00010163,USR-03922,tarjeta_credito_garantizada,2025-06-21,activo,18000.0,15886.8,0.8826,54.46,,,2025-10-09,308,198,0.8825999999999999,1,
PRD-00010166,USR-03923,tarjeta_credito_hey,2025-09-04,activo,18000.0,3699.0,0.2055,37.44,,,2025-11-03,233,173,0.2055,1,
PRD-00010171,USR-03926,credito_personal,2025-10-10,suspendido,48000.0,33844.8,0.7051,27.14,12.0,3252.0,2025-10-21,197,186,0.7051000000000001,1,0.0960856616082825
PRD-00010175,USR-03928,tarjeta_credito_hey,2025-06-11,activo,10000.0,1723.0,0.1723,43.24,,,2025-09-08,318,229,0.1723,1,
PRD-00010177,USR-03929,credito_nomina,2025-03-20,activo,74000.0,34839.2,0.4708,22.1,12.0,3262.43,2025-09-03,401,234,0.4707999999999999,1,0.0936425061425061
PRD-00010180,USR-03931,tarjeta_credito_garantizada,2023-12-30,revision_de_pagos,2000.0,1382.2,0.6911,66.53,,,2025-10-23,847,184,0.6911,1,
PRD-00010183,USR-03933,tarjeta_credito_hey,2024-03-09,activo,130000.0,39390.0,0.303,43.85,,,2025-11-24,777,152,0.303,1,
PRD-00010187,USR-03935,credito_nomina,2023-08-20,activo,36000.0,6620.4,0.1839,21.51,24.0,341.85,2025-10-19,979,188,0.1838999999999999,1,0.0516358528185608
PRD-00010193,USR-03938,tarjeta_credito_hey,2025-11-04,activo,134000.0,58718.8,0.4382,43.45,,,2025-11-23,172,153,0.4382,1,
PRD-00010195,USR-03939,tarjeta_credito_hey,2023-11-19,activo,22000.0,11609.4,0.5277,37.29,,,2025-10-02,888,205,0.5277,1,
PRD-00010202,USR-03942,tarjeta_credito_negocios,2024-09-13,activo,371000.0,40921.3,0.1103,53.09,,,2025-09-13,589,224,0.1103,1,
PRD-00010203,USR-03942,credito_personal,2024-01-06,activo,21000.0,8166.9,0.3889,44.06,24.0,517.79,2025-10-20,840,187,0.3888999999999999,1,0.063401045684409
PRD-00010205,USR-03943,credito_nomina,2025-01-04,cancelado,13000.0,3402.1,0.2617,22.15,12.0,318.66,2025-09-25,476,212,0.2617,1,0.0936656770818024
PRD-00010208,USR-03944,tarjeta_credito_negocios,2025-08-24,activo,122000.0,53972.8,0.4424,49.28,,,2025-10-14,244,193,0.4424,1,
PRD-00010210,USR-03945,tarjeta_credito_hey,2024-01-29,activo,105000.0,23026.5,0.2193,36.97,,,2025-09-10,817,227,0.2193,1,
PRD-00010218,USR-03949,tarjeta_credito_hey,2022-03-07,activo,96000.0,8380.8,0.0873,35.57,,,2025-10-09,1510,198,0.0872999999999999,1,
PRD-00010221,USR-03950,tarjeta_credito_hey,2025-06-25,cancelado,75000.0,44130.0,0.5884,31.98,,,2025-08-31,304,237,0.5884,1,
PRD-00010225,USR-03952,tarjeta_credito_hey,2023-03-02,cancelado,118000.0,40568.4,0.3438,41.63,,,2025-09-28,1150,209,0.3438,1,
PRD-00010228,USR-03953,tarjeta_credito_negocios,2024-04-06,activo,236000.0,40190.8,0.1703,35.84,,,2025-10-19,749,188,0.1703,1,
PRD-00010234,USR-03955,tarjeta_credito_hey,2025-11-18,activo,79000.0,28637.5,0.3625,38.85,,,2025-11-04,158,172,0.3625,1,
PRD-00010237,USR-03956,tarjeta_credito_hey,2022-02-25,activo,46000.0,27002.0,0.587,45.36,,,2025-09-23,1520,214,0.587,1,
PRD-00010239,USR-03957,credito_personal,2025-09-19,activo,84000.0,70476.0,0.839,49.78,36.0,3804.18,2025-11-13,218,163,0.839,1,0.0539783756172313
PRD-00010245,USR-03959,tarjeta_credito_hey,2025-07-06,activo,81000.0,30302.1,0.3741,29.06,,,2025-09-10,293,227,0.3741,1,
PRD-00010246,USR-03959,credito_nomina,2025-04-27,activo,54000.0,21276.0,0.394,33.18,6.0,3896.96,2025-11-03,363,173,0.394,1,0.1831622485429592
PRD-00010249,USR-03960,tarjeta_credito_hey,2025-08-04,activo,136000.0,14620.0,0.1075,36.77,,,2025-10-18,264,189,0.1075,1,
PRD-00010252,USR-03961,tarjeta_credito_hey,2025-11-02,activo,7000.0,3505.6,0.5008,36.88,,,2025-10-08,174,199,0.5008,1,
PRD-00010254,USR-03962,tarjeta_credito_hey,2025-06-11,activo,139000.0,51457.8,0.3702,32.35,,,2025-10-06,318,201,0.3702,1,
PRD-00010255,USR-03962,credito_nomina,2024-10-29,activo,55000.0,22429.0,0.4078,20.52,6.0,3965.06,2025-11-07,543,169,0.4078,1,0.1767827366356056
PRD-00010257,USR-03963,tarjeta_credito_hey,2024-09-10,activo,106000.0,48558.6,0.4581,40.93,,,2025-10-22,592,185,0.4581,1,
PRD-00010259,USR-03964,tarjeta_credito_garantizada,2025-10-29,activo,4000.0,756.4,0.1891,43.81,,,2025-09-06,178,231,0.1891,1,
PRD-00010265,USR-03966,credito_nomina,2023-09-17,activo,64000.0,31193.6,0.4874,21.9,24.0,1616.73,2025-10-01,951,206,0.4874,1,0.0518289008001641
PRD-00010269,USR-03967,tarjeta_credito_hey,2022-06-10,activo,27000.0,7028.1,0.2603,40.96,,,2025-10-01,1415,206,0.2603,1,
PRD-00010273,USR-03968,tarjeta_credito_negocios,2024-03-21,activo,317000.0,59532.6,0.1878,40.62,,,2025-10-14,765,193,0.1878,1,
PRD-00010276,USR-03969,tarjeta_credito_hey,2022-09-21,activo,136000.0,17394.4,0.1279,39.37,,,2025-10-14,1312,193,0.1279,1,
PRD-00010279,USR-03970,tarjeta_credito_hey,2023-11-01,activo,75000.0,8370.0,0.1116,46.35,,,2025-11-22,906,154,0.1116,1,
PRD-00010283,USR-03971,tarjeta_credito_hey,2025-11-16,cancelado,119000.0,7806.4,0.0656,33.12,,,2025-10-21,160,186,0.0655999999999999,1,
PRD-00010284,USR-03971,credito_auto,2025-09-05,activo,482000.0,26365.4,0.0547,23.17,24.0,1383.07,2025-11-21,232,155,0.0547,1,0.052457766618371
PRD-00010286,USR-03972,credito_personal,2025-11-02,activo,82000.0,56703.0,0.6915,52.04,18.0,4602.58,2025-09-05,174,232,0.6915,1,0.0811699557342645
PRD-00010292,USR-03975,tarjeta_credito_hey,2023-12-05,activo,131000.0,27889.9,0.2129,28.88,,,2025-08-30,872,238,0.2129,1,
PRD-00010295,USR-03976,tarjeta_credito_hey,2022-05-06,suspendido,37000.0,8165.9,0.2207,37.77,,,2025-10-26,1450,181,0.2206999999999999,1,
PRD-00010298,USR-03977,credito_personal,2022-06-03,activo,87000.0,45501.0,0.523,21.81,24.0,2356.24,2025-10-03,1422,204,0.523,1,0.0517843563877716
PRD-00010300,USR-03978,tarjeta_credito_hey,2025-10-20,activo,116000.0,18919.6,0.1631,41.35,,,2025-10-13,187,194,0.1631,1,
PRD-00010301,USR-03978,credito_nomina,2025-11-27,activo,57000.0,11063.7,0.1941,18.01,24.0,552.4,2025-11-23,149,153,0.1941,1,0.0499290472445926
PRD-00010307,USR-03980,tarjeta_credito_hey,2025-09-21,activo,29000.0,5727.5,0.1975,39.73,,,2025-09-15,216,222,0.1975,1,
PRD-00010315,USR-03983,credito_personal,2023-05-27,activo,95000.0,65607.0,0.6906,21.77,24.0,3396.12,2025-11-27,1064,149,0.6906,1,0.0517645982898166
PRD-00010324,USR-03987,tarjeta_credito_negocios,2023-08-16,activo,409000.0,141227.7,0.3453,49.72,,,2025-11-28,983,148,0.3453,1,
PRD-00010332,USR-03992,tarjeta_credito_hey,2024-04-11,activo,62000.0,31217.0,0.5035,32.03,,,2025-11-01,744,175,0.5035,1,
PRD-00010335,USR-03993,tarjeta_credito_negocios,2023-08-27,activo,308000.0,44567.6,0.1447,35.43,,,2025-10-03,972,204,0.1447,1,
PRD-00010336,USR-03993,credito_personal,2025-04-07,activo,68000.0,33476.4,0.4923,47.14,36.0,1752.93,2025-09-13,383,224,0.4923,1,0.052363157328745
PRD-00010339,USR-03994,tarjeta_credito_hey,2025-03-05,activo,16000.0,2884.8,0.1803,35.13,,,2025-09-23,416,214,0.1803,1,
PRD-00010341,USR-03995,credito_nomina,2022-12-11,activo,16000.0,4726.4,0.2954,25.28,6.0,846.82,2025-10-22,1231,185,0.2954,1,0.17916807718348
PRD-00010346,USR-03997,tarjeta_credito_hey,2025-10-16,activo,124000.0,19877.2,0.1603,43.97,,,2025-11-17,191,159,0.1603,1,
PRD-00010351,USR-04000,tarjeta_credito_hey,2025-11-09,activo,51000.0,16886.1,0.3311,43.16,,,2025-10-09,167,198,0.3310999999999999,1,
PRD-00010354,USR-04001,tarjeta_credito_hey,2024-06-10,activo,123000.0,81536.7,0.6629,38.96,,,2025-10-22,684,185,0.6628999999999999,1,
PRD-00010357,USR-04002,credito_nomina,2024-12-17,activo,31000.0,11435.9,0.3689,17.93,18.0,729.29,2025-10-20,494,187,0.3689,1,0.0637719812170445
PRD-00010360,USR-04003,tarjeta_credito_hey,2021-11-07,activo,139000.0,21517.2,0.1548,37.34,,,2025-10-18,1630,189,0.1548,1,
PRD-00010367,USR-04005,tarjeta_credito_negocios,2024-11-19,activo,93000.0,43217.1,0.4647,41.96,,,2025-09-08,522,229,0.4647,1,
PRD-00010370,USR-04006,tarjeta_credito_negocios,2022-12-12,activo,391000.0,64319.5,0.1645,34.64,,,2025-09-19,1230,218,0.1645,1,
PRD-00010372,USR-04007,tarjeta_credito_garantizada,2024-03-29,activo,20000.0,16502.0,0.8251,55.53,,,2025-11-23,757,153,0.8251,1,
PRD-00010374,USR-04008,tarjeta_credito_hey,2025-09-01,suspendido,31000.0,13764.0,0.444,42.52,,,2025-11-12,236,164,0.444,1,
PRD-00010375,USR-04008,credito_nomina,2025-10-09,activo,30000.0,11247.0,0.3749,26.78,24.0,610.36,2025-09-05,198,232,0.3749,1,0.0542686938739219
PRD-00010378,USR-04009,tarjeta_credito_negocios,2024-10-23,suspendido,99000.0,37342.8,0.3772,39.21,,,2025-09-18,549,219,0.3772,1,
PRD-00010382,USR-04011,tarjeta_credito_hey,2022-04-04,activo,29000.0,4425.4,0.1526,42.36,,,2025-11-01,1482,175,0.1525999999999999,1,
PRD-00010383,USR-04011,credito_nomina,2022-10-15,activo,44000.0,18167.6,0.4129,17.52,18.0,1155.05,2025-10-12,1288,195,0.4129,1,0.0635774675796472
PRD-00010388,USR-04012,tarjeta_credito_hey,2024-04-24,activo,134000.0,14431.8,0.1077,35.87,,,2025-10-29,731,178,0.1076999999999999,1,
PRD-00010394,USR-04014,tarjeta_credito_negocios,2023-03-25,activo,168000.0,49627.2,0.2954,36.85,,,2025-09-08,1127,229,0.2954,1,
PRD-00010395,USR-04014,credito_personal,2023-06-27,activo,89000.0,35172.8,0.3952,26.43,18.0,2388.08,2025-09-26,1033,211,0.3952,1,0.0678956466360369
PRD-00010396,USR-04014,credito_auto,2024-11-27,activo,418000.0,116162.2,0.2779,11.56,24.0,5444.32,2025-10-03,514,204,0.2779,1,0.0468682583491015
PRD-00010399,USR-04015,credito_personal,2025-09-17,cancelado,86000.0,45958.4,0.5344,31.73,18.0,3241.86,2025-11-09,220,167,0.5344,1,0.0705390091909204
PRD-00010402,USR-04016,tarjeta_credito_negocios,2025-09-11,activo,421000.0,123816.1,0.2941,38.53,,,2025-09-17,226,220,0.2941,1,
PRD-00010405,USR-04018,tarjeta_credito_hey,2025-09-18,activo,68000.0,43112.0,0.634,45.6,,,2025-10-25,219,182,0.634,1,
PRD-00010408,USR-04019,tarjeta_credito_garantizada,2025-10-23,activo,17000.0,16996.6,0.9998,61.82,,,2025-08-30,184,238,0.9998,1,
PRD-00010409,USR-04019,credito_personal,2025-05-03,activo,94000.0,70340.2,0.7483,46.49,18.0,5499.73,2025-09-10,357,227,0.7483,1,0.0781875797907881
PRD-00010412,USR-04020,tarjeta_credito_hey,2022-12-14,activo,84000.0,9601.2,0.1143,44.45,,,2025-09-27,1228,210,0.1143,1,
PRD-00010413,USR-04020,credito_auto,2023-09-24,activo,191000.0,53785.6,0.2816,21.42,24.0,2774.92,2025-09-26,944,211,0.2816,1,0.0515922477391718
PRD-00010415,USR-04021,tarjeta_credito_hey,2024-10-28,activo,97000.0,45725.8,0.4714,44.01,,,2025-09-18,544,219,0.4714,1,
PRD-00010416,USR-04021,credito_nomina,2024-04-21,activo,22000.0,4710.2,0.2141,30.33,12.0,459.95,2025-09-19,734,218,0.2140999999999999,1,0.0976497813256337
PRD-00010420,USR-04022,tarjeta_credito_hey,2022-04-23,activo,71000.0,40200.2,0.5662,44.03,,,2025-09-05,1463,232,0.5661999999999999,1,
PRD-00010422,USR-04023,tarjeta_credito_hey,2024-01-08,activo,80000.0,12976.0,0.1622,36.0,,,2025-09-11,838,226,0.1622,1,
PRD-00010423,USR-04023,credito_nomina,2023-07-31,activo,56000.0,22159.2,0.3957,28.06,12.0,2139.15,2025-11-17,999,159,0.3957,1,0.0965355247481858
PRD-00010429,USR-04026,tarjeta_credito_hey,2022-11-23,activo,70000.0,35014.0,0.5002,34.93,,,2025-09-10,1249,227,0.5002,1,
PRD-00010430,USR-04026,credito_nomina,2021-09-05,activo,39000.0,7694.7,0.1973,22.22,12.0,721.0,2025-10-20,1693,187,0.1973,1,0.0937008590328407
PRD-00010432,USR-04027,credito_nomina,2024-04-02,activo,28000.0,12745.6,0.4552,20.11,6.0,2250.59,2025-09-20,753,217,0.4552,1,0.1765777993974391
PRD-00010434,USR-04028,tarjeta_credito_hey,2025-02-09,activo,35000.0,11144.0,0.3184,30.29,,,2025-08-31,440,237,0.3184,1,
PRD-00010438,USR-04030,tarjeta_credito_negocios,2024-07-18,activo,428000.0,156262.8,0.3651,45.96,,,2025-09-20,646,217,0.3651,1,
PRD-00010441,USR-04031,credito_auto,2025-07-25,activo,263000.0,42842.7,0.1629,23.63,60.0,1223.31,2025-10-19,274,188,0.1629,1,0.028553522537095
PRD-00010447,USR-04034,tarjeta_credito_hey,2024-05-01,activo,93000.0,50136.3,0.5391,36.0,,,2025-11-13,724,163,0.5391,1,
PRD-00010448,USR-04034,credito_nomina,2023-11-19,activo,36000.0,8089.2,0.2247,21.52,12.0,755.24,2025-10-15,888,192,0.2246999999999999,1,0.0933639914948326
PRD-00010453,USR-04036,credito_nomina,2023-11-11,activo,41000.0,21988.3,0.5363,26.71,24.0,1192.5,2025-10-31,896,176,0.5363,1,0.0542333877562158
PRD-00010459,USR-04039,tarjeta_credito_hey,2024-05-23,activo,24000.0,3897.6,0.1624,45.19,,,2025-09-14,702,223,0.1624,1,
PRD-00010460,USR-04039,credito_auto,2024-03-29,activo,222000.0,31346.4,0.1412,22.69,36.0,1208.35,2025-11-17,757,159,0.1412,1,0.0385482862465865
PRD-00010462,USR-04040,tarjeta_credito_hey,2025-03-27,revision_de_pagos,25000.0,24065.0,0.9626,28.78,,,2025-10-17,394,190,0.9626,1,
PRD-00010465,USR-04041,tarjeta_credito_hey,2025-04-14,activo,48000.0,11064.0,0.2305,35.42,,,2025-09-23,376,214,0.2305,1,
PRD-00010469,USR-04042,tarjeta_credito_negocios,2025-10-30,activo,217000.0,99299.2,0.4576,39.1,,,2025-09-30,177,207,0.4576,1,
PRD-00010471,USR-04043,credito_personal,2023-05-30,suspendido,79000.0,63160.5,0.7995,41.23,24.0,3906.72,2025-09-29,1061,208,0.7995,1,0.0618538485287481
PRD-00010473,USR-04044,tarjeta_credito_hey,2021-08-26,activo,101000.0,54105.7,0.5357,39.54,,,2025-10-11,1703,196,0.5357,1,
PRD-00010478,USR-04047,tarjeta_credito_hey,2024-07-10,activo,73000.0,7373.0,0.101,31.94,,,2025-09-17,654,220,0.101,1,
PRD-00010481,USR-04048,tarjeta_credito_garantizada,2025-01-25,activo,3000.0,906.9,0.3023,65.1,,,2025-10-13,455,194,0.3023,1,
PRD-00010483,USR-04049,tarjeta_credito_hey,2025-05-17,activo,43000.0,8763.4,0.2038,36.4,,,2025-11-18,343,158,0.2037999999999999,1,
PRD-00010487,USR-04050,tarjeta_credito_negocios,2024-09-08,activo,416000.0,216694.4,0.5209,43.04,,,2025-10-23,594,184,0.5209,1,
PRD-00010488,USR-04050,credito_auto,2025-02-12,suspendido,165000.0,38032.5,0.2305,14.05,24.0,1826.95,2025-10-18,437,189,0.2305,1,0.0480365476894761
PRD-00010491,USR-04052,tarjeta_credito_garantizada,2024-12-24,activo,21000.0,17203.2,0.8192,55.72,,,2025-09-13,487,224,0.8192,1,
PRD-00010494,USR-04054,tarjeta_credito_hey,2021-10-05,activo,145000.0,46820.5,0.3229,31.24,,,2025-10-14,1663,193,0.3229,1,
PRD-00010497,USR-04055,tarjeta_credito_hey,2022-10-17,activo,6000.0,772.8,0.1288,29.03,,,2025-09-04,1286,233,0.1288,1,
PRD-00010500,USR-04056,tarjeta_credito_negocios,2025-04-30,activo,454000.0,113409.2,0.2498,34.63,,,2025-11-12,360,164,0.2498,1,
PRD-00010501,USR-04056,credito_auto,2025-04-23,activo,452000.0,185591.2,0.4106,18.27,36.0,6734.73,2025-11-27,367,149,0.4106,1,0.0362879813267008
PRD-00010503,USR-04057,tarjeta_credito_hey,2025-08-30,activo,28000.0,10712.8,0.3826,31.47,,,2025-11-17,238,159,0.3826,1,
PRD-00010504,USR-04057,credito_nomina,2024-11-28,activo,51000.0,21414.9,0.4199,32.17,18.0,1515.34,2025-09-12,513,225,0.4199,1,0.0707610121924454
PRD-00010511,USR-04059,tarjeta_credito_hey,2025-11-05,activo,10000.0,2566.0,0.2566,32.23,,,2025-09-24,171,213,0.2566,1,
PRD-00010515,USR-04060,tarjeta_credito_negocios,2025-02-13,activo,216000.0,30132.0,0.1395,43.48,,,2025-10-07,436,200,0.1395,1,
PRD-00010516,USR-04060,credito_auto,2023-09-30,activo,152000.0,62122.4,0.4087,16.19,48.0,1766.62,2025-09-09,938,228,0.4087,1,0.0284377293858575
PRD-00010518,USR-04061,tarjeta_credito_hey,2022-08-03,suspendido,71000.0,12197.8,0.1718,31.08,,,2025-11-11,1361,165,0.1717999999999999,1,
PRD-00010523,USR-04062,tarjeta_credito_negocios,2025-08-03,activo,421000.0,163137.5,0.3875,47.27,,,2025-09-26,265,211,0.3875,1,
PRD-00010525,USR-04063,tarjeta_credito_hey,2025-02-16,activo,26000.0,12376.0,0.476,28.39,,,2025-10-09,433,198,0.476,1,
PRD-00010529,USR-04065,tarjeta_credito_hey,2023-01-24,revision_de_pagos,34000.0,27325.8,0.8037,38.35,,,2025-10-10,1187,197,0.8037,1,
PRD-00010532,USR-04067,tarjeta_credito_hey,2025-11-02,activo,94000.0,65170.2,0.6933,42.6,,,2025-10-03,174,204,0.6932999999999999,1,
PRD-00010535,USR-04068,tarjeta_credito_hey,2023-03-01,activo,88000.0,44044.0,0.5005,42.09,,,2025-09-02,1151,235,0.5005,1,
PRD-00010536,USR-04068,credito_nomina,2023-09-20,activo,11000.0,4547.4,0.4134,30.96,24.0,256.51,2025-10-14,948,193,0.4134,1,0.0564080573514535
PRD-00010539,USR-04069,tarjeta_credito_hey,2024-06-25,activo,71000.0,41109.0,0.579,34.2,,,2025-11-28,669,148,0.579,1,
PRD-00010540,USR-04069,credito_nomina,2025-09-23,activo,48000.0,20164.8,0.4201,27.83,24.0,1105.07,2025-10-07,214,200,0.4201,1,0.0548019320796635
PRD-00010542,USR-04070,tarjeta_credito_hey,2025-06-14,activo,96000.0,25900.8,0.2698,43.98,,,2025-10-04,315,203,0.2698,1,
PRD-00010546,USR-04071,credito_nomina,2022-04-23,activo,73000.0,14125.5,0.1935,20.8,24.0,724.46,2025-11-28,1463,148,0.1935,1,0.0512873880570599
PRD-00010548,USR-04072,credito_personal,2023-11-17,activo,79000.0,75571.4,0.9566,52.34,24.0,5141.71,2025-09-01,890,236,0.9566,1,0.0680377761957566
PRD-00010550,USR-04073,tarjeta_credito_hey,2025-07-18,cancelado,139000.0,23935.8,0.1722,44.32,,,2025-11-04,281,172,0.1722,1,
PRD-00010555,USR-04075,tarjeta_credito_hey,2025-02-03,activo,86000.0,31123.4,0.3619,40.5,,,2025-10-23,446,184,0.3619,1,
PRD-00010556,USR-04075,credito_nomina,2025-07-11,activo,11000.0,4312.0,0.392,20.03,6.0,761.23,2025-09-06,288,231,0.392,1,0.1765375695732838
PRD-00010559,USR-04076,tarjeta_credito_hey,2022-11-05,activo,126000.0,23877.0,0.1895,39.93,,,2025-11-28,1267,148,0.1895,1,
PRD-00010561,USR-04077,tarjeta_credito_hey,2023-01-18,revision_de_pagos,28000.0,20490.4,0.7318,34.54,,,2025-10-18,1193,189,0.7318,1,
PRD-00010563,USR-04078,tarjeta_credito_hey,2024-01-28,suspendido,66000.0,65386.2,0.9907,33.21,,,2025-08-31,818,237,0.9907,1,
PRD-00010564,USR-04078,tarjeta_credito_garantizada,2024-04-30,activo,14000.0,13731.2,0.9808,48.41,,,2025-09-29,725,208,0.9808,1,
PRD-00010567,USR-04079,tarjeta_credito_hey,2025-11-07,activo,105000.0,23961.0,0.2282,42.33,,,2025-10-09,169,198,0.2282,1,
PRD-00010570,USR-04081,credito_personal,2025-02-14,activo,72000.0,58831.2,0.8171,27.64,12.0,5667.21,2025-10-27,435,180,0.8170999999999999,1,0.0963300085668828
PRD-00010572,USR-04082,tarjeta_credito_hey,2025-01-17,activo,147000.0,97960.8,0.6664,35.82,,,2025-11-05,463,171,0.6664,1,
PRD-00010577,USR-04085,tarjeta_credito_hey,2023-09-29,activo,132000.0,24327.6,0.1843,32.39,,,2025-11-02,939,174,0.1843,1,
PRD-00010578,USR-04085,credito_nomina,2023-05-08,activo,49000.0,28179.9,0.5751,30.06,6.0,5116.92,2025-09-22,1083,215,0.5751000000000001,1,0.1815804882203272
PRD-00010580,USR-04086,tarjeta_credito_hey,2025-03-06,activo,129000.0,90029.1,0.6979,44.81,,,2025-10-04,415,203,0.6979000000000001,1,
PRD-00010583,USR-04087,tarjeta_credito_garantizada,2025-04-28,activo,14000.0,5037.2,0.3598,53.6,,,2025-09-21,362,216,0.3598,1,
PRD-00010585,USR-04088,tarjeta_credito_garantizada,2023-08-21,activo,1000.0,398.5,0.3985,45.81,,,2025-09-08,978,229,0.3985,1,
PRD-00010587,USR-04089,tarjeta_credito_hey,2025-05-03,activo,90000.0,25047.0,0.2783,43.18,,,2025-10-23,357,184,0.2783,1,
PRD-00010588,USR-04089,credito_nomina,2025-06-16,cancelado,21000.0,11736.9,0.5589,27.4,18.0,802.51,2025-09-01,313,236,0.5589,1,0.0683749542042617
PRD-00010593,USR-04091,tarjeta_credito_hey,2024-10-13,activo,89000.0,29610.3,0.3327,33.66,,,2025-10-09,559,198,0.3327,1,
PRD-00010597,USR-04092,tarjeta_credito_negocios,2023-07-23,activo,244000.0,27401.2,0.1123,43.05,,,2025-09-22,1007,215,0.1123,1,
PRD-00010598,USR-04092,credito_personal,2023-01-23,activo,17000.0,4059.6,0.2388,21.11,12.0,378.22,2025-11-01,1188,175,0.2387999999999999,1,0.0931668144644792
PRD-00010600,USR-04093,tarjeta_credito_hey,2025-08-23,activo,90000.0,22887.0,0.2543,31.22,,,2025-11-12,245,164,0.2543,1,
PRD-00010601,USR-04093,credito_nomina,2025-06-21,cancelado,7000.0,1110.2,0.1586,21.54,12.0,103.66,2025-10-12,308,195,0.1586,1,0.0933705638623671
PRD-00010604,USR-04094,tarjeta_credito_hey,2025-06-05,activo,85000.0,43732.5,0.5145,30.5,,,2025-11-23,324,153,0.5145,1,
PRD-00010607,USR-04095,tarjeta_credito_hey,2025-06-02,activo,80000.0,20392.0,0.2549,29.26,,,2025-10-02,327,205,0.2549,1,
PRD-00010611,USR-04097,tarjeta_credito_hey,2023-07-15,activo,11000.0,7378.8,0.6708,41.7,,,2025-09-07,1015,230,0.6708000000000001,1,
PRD-00010614,USR-04098,tarjeta_credito_hey,2024-03-19,activo,118000.0,25405.4,0.2153,44.64,,,2025-09-09,767,228,0.2153,1,
PRD-00010617,USR-04099,tarjeta_credito_garantizada,2025-02-07,activo,19000.0,3444.7,0.1813,53.07,,,2025-09-14,442,223,0.1813,1,
